,body,label
327,No type C so charge time take too much....Othar than this... Good phone basic phone use...Camera is okay...,1
328,I think it is the best phone of rs 6500 no othe company can give us so better product as redmi 9a it is very good phone for lite use but if u are a heavy user then u have to excess your range at 10000Sorry not for pubg or freefire users  but helio p25 is a good prossessor........... It also may not for a camera loveThanks for reading .............................. 🙏,1
329,Basic users having limited range of activities such as1. Calling and SMS.2. Whatsapp.3. Basic surfing of facebook.4. Zoom meetings.5. Camera and video recording (Not videography).6. News and web surfing.7. Basic games.,0
330,"Best phone 100% recommended😀I think Redmi have proven it's brand marketUnbeatable, uncompromised features and affordable price rangesAfter using almost all company's phone costly to cheap I switched to redmi",1
331,Good budget phoneAdvantage - Handy & good feature. Easy to handle. OK battery life.Disadvantage - No Fingerprint reader & phone heating while charging,1
332,"Just after 47 days of purchasing it, I got a problem with the phone. It started to reboot in a loop. Then I took it to the servicing center. The problem was resolved. I wish I could end this happily ever after. But, my happiness didn't last long. Hell! it didn't even last for 2 hours. The very next day I went to the servicing center again, the story repeats. SO I DO NOT RECOMMEND THIS PHONE, as it's a waste of your time, energy, and money.",0
333,"AVERAGE PHONE 📱 U CANNOT EXPECT MORE FROM THIS PHONEAVERAGE CAMERA 📷IN HAND 🧤 FELL JUST OKSCREEN SIZE IS QUITE BIG ""FOR ME""TOOO MUCH ADDSUI IS GOODAT LAST U CAN BUY THIS PHONE AT THIS BUDGET VUT I WILL SUGGEST U TO BUT VIVO U10 IT IS VERY MUCH BETTER THAN THIS ..  😐😐😐😐😐😐",0
334,No finger print. Just below average phone. It's good for an average use. But its Worth of 7500. Good for online class. I think no other company gives 3gb ram and 32 gb memory with 5000 mah battery and fine camera quality. With 7500 rs,1
335,The battery life is long lasting as I use it for several hours. While coming to camera features some more features could be added if possible. I'm satisfied with this product. It's helpful to those who needed at their budget price. I suggest to go and try.,0
336,"Don't buy this phone , it's made in China",0
337,Redmi9A is really a best phone under this price but when we talk about its camera its third class and you can't buy this phone for photography purpose. Overall phone is good for normal working.,1
338,Bought it for my mother and the color is beautiful and it is okay. But on the first day itself it was slow. The device won't be helpful in the long run. Not for heavy work. It is good if you are taking it for only making calls and simple games.,0
339,"It's been a month I just got this phone and from now on the charging jack is bad and if you take it to the service center then that's more The bad condition is that if you go with your problem, then first you will say that get the body fixed, even if there is a scratch in it.However, I have had a lot of wasted experience with this phone.",0
340,"redmi failled to  provide the quality cameratechno mobile is better than redmi  in camera, battery, display, in cost also.if you preferred camera please do not buy this product.no finger print print optionbattery back is good",1
341,"Average phone, do not expect too much in case of performance. For first time touch pad buyers, if u have already used better configuration u won’t like it at all. This phone is to give a budgeted gift. Teenagers better put some more money and buy better one..",1
342,"Believe me its not less than any I phone, for 7000 , such a good phone i never expected its just 6 days lets see how long it works but really good and classic look",0
343,"Last 7 month I am using this phone but not getting any trouble to use. Phone camera quality normal if you compare with same segment phone. Battery life is good. Touch screen is not so good but okay at this range.But, here they can improve. Phone looks is good. Overall , at this range , it is a good choice.",1
344,"#MI warning to all leading brands awesome phone with amazing specs and features.... cons + 1. snapdragon 800 2. 2.3 ghz pros 3. 2 gb ram 4.5"" full hd 1080*1920 5. 13 mp shooter with dual led 6. os 4.4.2 7. 3050 mAh battery 8. 441 ppi 9. front and back both camera can record hd video #MI",1
345,"Don't Buy,, below avg Camera, for 13 MP, Its not even 2MP camera, Camera has very Low (live FP), MI WAS GOOD BUT NOW MI IS MAKING MONEY, My old MI 6 prime is better than this it has which cost 6000INR,, GO for RealMe C2,  same 13 MP camera for 7000 INR only, is Awesome... Dont Buy MI EVER they are making money now",1
346,"Worst phone ever bought. After using for nearly 20 days it stopped taking charge. Service center found mother board fault & change it, after that in play store log in itself it turned off again permanently. 2nd service center visit updated the software & it started working. Now if I use it for 2-3 minutes continuously it restarts. Forget about gaming or any smartphone activity.",0
347,Great phone at that price point. Other leading brands do not offer these specs in that price range. Well built and really lightweight phone. Love the color though. Long battery life. Great for kids to attend online classes.,1
348,"Well, you get what you pay. I bought this phone for the fact that I needed a backup. It is below average and has a lot of lag.I have this phone in the factory configuration - no extra apps installed yet - so practically RAM is almost new, no photos clicked - so practically storage is unused. But this phone is slow right from the start.",0
349,"Camera quality - worse than redmi 8a dual and also in this category, battery - nice , performance - as expected from this budget smartphone , build - Okay  and non slippery so that's a plusIn wifi hotspot -not any option to block someone from connecting to your hotspot and also no option to limit connected deviceNo split screen , it's available in redmi 8a dualSo in my opinion if you wanna get this budget phone go for redmi 8a dual",0
350,First impression :I thought it would be hanging but after turning off background sync and uninstalled unwanted apps it’s smooth to operate. It’s bought to use only WhatsApp and YouTube hence no issue so far other than usual android level jittery UI.I will post my update after 1 week of usage,0
351,"The phone quality is best but the performance isn't.The phone gets usually hang within 2 appa running in the background. You can't expect more From this device. I'm using this phone for only Calling purpose for my company sim. I have OP 7 pro for my uses, but this phone is really needs a strong software database, good camera quality, ram performance for smooth use.",1
352,Buy only if your budget is low. I have bought 3 phone of this model for my family. All three of them slowed down withing months.. The speed is terrible and so many annoying MI apps.,0
353,My review after using it for 12 daysBest smartphone in this budgetSmartphone is very fast and smooth workingOnly defect is that the camera quality is average but at this price it's perfect,1
354,1- Display quality sucks. 720p video seems like 480p.2- Cameras are terrific.3- Too much lags.4- Unstoppable Miui ads.5- Face Unlock usually takes 5-10 seconds and most of the time it doesn't work.6- No Fingerprint sensor.7- Battery is draining more quickly and fast charging is also gone after 5 months.Bottom line- Don't buy this Covid phone.,0
355,Quality is good in the price range below Rs 7000  battery does not last long and camera captured quality will be ok if you are looking for high quality camera or high battery back up you need to buy higher version model in higher price segment,0
356,This redmi 9A phone is awesome valued for money. It has good performance.  Good battery life using this for 8 month must buy .but you got to use it in good way by optimising it correctly so ur notification bar won't lag or slow down otherwise good phone.,1
357,"Got it for my mom, she uses it for over 8h at a stretch, and still has quite a battery life. Redmi has been improving monstrously. The camera quality is so so, but we don't aim for professional photography with it so doesn't bother, performance wise it's the best in this price range",1
358,Overall mob is good. They say it has 32gb storage available but when u get the mobile due to all internal apps u get only 20gb left. Never felt lag Or hang due to multie use of apps. Os quite ok. But worst thing is camera. It's almost same quality as some keypad mobile. And they have done a frod saying it's 13 mp but only 10 mp!!!!!!!!!! with badquality. And photos do not have shot on redmi. Exept camera overall decent mobile,0
359,This product from redmi is fine under this price but the display is really bad i think so if you are willing to add some more money 💲 then go for other product,0
360,Redmi 9A cheap and best quality phone2gb ram even though it is working fastThe colour of this mobile is nature green looking like awesome,1
361,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:00Loaded: 0%Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:00 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions and subtitles off, selectedAudio TrackFullscreenThis is a modal window.


 The dispaly went flickering from the moment I unpacked the phone and booted it. Disappointed and ordered a replacement. Issue didn't resolve even in multiple reeboots or taking MIUI update after first boot.",0
362,Worst phone ever... don't buy it. Point blank period. And worst after service by Amazon...still waiting for my refund..13 days went by since they got it back ..HAD TO FACE A HEADACHE AS FAR INCONVENIENCE IS CONCERN.. Amazon is getting worst day by day...plus they have a very bad customer service unit and system..I am switching to Flipkart...,-1
363,"Bought it on 22 June now keep hanging. No finger scanner,battery life also.mediocre, working and low space low ram mobile .Do not go for it .",0
364,"Bought it twice. Both times the screen went dead. The first time within two days of buying, the second time within two months. Worst experience ever with phone.",0
365,Good! as purchased this mobile in exchange offer which is the best in deal. Good battery life. Good picture quality. Overall my experience is 10 out of 10. Thanks amazon for this wonderful exchange offer.,1
366,"It's a good phone for the budget range. Camer quality is ok. Can't use too many apps. The mobile will hang sometimes, and there is some delay in the beginning.",1
367,"Very nice product for student in low budget. All functions are working very well. Battery is really massive amount. Selfie camera is better for high light shooting and Rear camera is good for everything because it gives AI, and text detection power so you can get quality images. No hangs till now and give very good gaming experience overall it is best choice in cheap budget.",1
368,"After use 7-8 months phone switched off automatically ,care center not provide solution & not repaired in guarantee/warranty. Don't purchase redmi phone beacuse care centre not repaired phone in guarantee/warranty. Phone life is  6 month only. Avoid redmi kachra phones",0
369,"Lots of jittering in the phone all because of there ""miui"". phone is slow ,battery life is good, display is good,no fingerprint is there,face unlock works well, overall at this price phone is working is good.only suitable for calling and YouTube watching that's it.camera quality at this price is average.",0
370,Overall good product nominal peformance for daily tasks but not at all suggested for multitasking or gaming or photography coz AF its a budget phone so just fits right with the regular flow. No back cover & screen guard & takes lot of time to charge,0
371,"Something is wrong with this model...its ridiculously slow,getting hanged a lot and you simply cant do two tasks together...not worth it ...",0
372,"The media could not be loaded.
                



 Good for study, streaming and personal use.I bought for 6799 . It has 5000mah battery it is enough for 2 days with minimum usage.",0
373,कुछ फीचर ठीक है कुछ नागवार है कुल मिलाकर यह 5050 है,0
374,Good screen resolution ...sturdy body..easy navigation..touch superb...excellent camera ..Awesome for the cost..most affordable smartphone for the cost category..prompt delivery by seller,1
375,"I'm writing review after 15 days of using. This product is so cheap, after using this mobile i found some issues.  It has display issues, camera quality is poor. Sound quality is not smooth. The charger quality is loke local charger. After all this this is made by china.  Nor recommended.",0
376,Phone is ok but charger is defective. Ask for replacement but no one came and i got the mail that verification failed. Amazon is worst. Never gonna buy anything. Service is worst customer care associate doesn't know how to do the job. False information provided. This is so bad. Very disappointed. I want to give 0 star to Amazon.,-1
377,I exchage with my note 4 and regretting. low grade bakwas mobile. very bad ...no noise cancellation n frequently eco heard during calls.,-1
378,It lags alot even in the start mainly on YouTube when you play a video the last video you have watched would cover half screen of present video and it won't go anywhere during the whole video untill you restart the app and it's not limited to youtube only the phone lags alot while using chrome as well and many more video players,0
379,बैटरी लाइफ ठीक है और कैमरा भी बेहतर है ।,0
380,Excellent phone in the budget offering. Got a sweet deal with exchange in the Republic Day sale. Returned the old phone and got the brand new one. Delivery and exchange was prompt and hasslefree. Setup was a breeze in about an hour. Overall a very good buying experience.,1
381,Camera quality is not up to the mark in deem light. During day time in presence of sunlight pictures are wonderful.But in side room quality is very poor.Battery life is satisfactory.Speed of using apps are satisfactory.Screen size is large.,1
382,I ordered this phone 1 month ago in the flash sale ...that time I got that phone ..& it was written Made in India...But yesterday I received my 2nd phone.it is written Made in China...why is this? I am really confused...& My space button is not working at the time of contact saving.,0
383,"I bought this for my Mother as she wanted to to use as a basic phone calls and internet like youtube , Whatsapp etc... However this phone is very slow and cheap quality. Apps take long time to open. Very poor quality software.  You should buy this phone only if want to waste your money.",0
384,Frequent call drops happen. Good screen etc & camera quality but battery is not that good especially if you have you are connected to data or wifi most times. Most annoying is the call drops & you have to redial & connect.Overall an OK phone which could have been priced lower with the quality it possesses,1
385,"It is fully budget phone for mostly aged people to user smart phone, with low cost and high performance.If you want to use for long term and less use of apps and gaming then go for this 9A which is having good battery backup big screen with 3 GB ram etc.",0
386,Battery life is good. I've been using it for 2 months now and it's great. It handles all social media apps very well and the calling audio quality is very good.,1
387,"Good phone as per price ,but every one should go atleast  3 g.b ram ,it is not smooth .build quality good. Camera below average in low light and average in day time.",0
388,"Camera quality is not good,touch screen behaves unintended input when you make call by close by ear.Flash Light seems low power.Face locking system is not much better as expectation.No Magnetic Sensor, so you can't use compass feature or app.Some of bluetooth headset v5 doesn't works.*** I will suggest better to go for another ****",0
389,Phone gets hang too often just after 1week of purchases . Good battery life . Call getting dropped in seconds. Performance is very bad . As my mom is using this phone i have to keep helping her to get it fixed all the time,0
390,Huge huge lag. Calls don't get disconnected easily. Nor they get picked easily. Many a times the caller had to disconnect as I was unable to pick as the green button doesn't work. Pathetic. Can't even return now. Don't buy,0
391,Very worst product having bad hanging issue asked to customer support but very bad support provided by them.  Net disconnecting issue facing too many times. First they asked for discussing with technical tem and then they asking me to go at service center due to expiring return window.Amazon having bad quality of electronic items.,-1
392,"Though the design is good looking and the speed of functioning of the phone is medium,the rear camera is WORST. It is said 13MP but I think it is 4 or 3 MP.The front camera is better than it. You can buy it if you donont use camera in this low budget.",0
393,"TerribleHorribly Wrong Decision to Buy this phone from Amazon. There is not one thing to appreciate about the phone and Amazon. They have supplied a re-furbished phone under the disguise of a new phone. Extremely dissatisfied with this purchase. And there is no way Amazon would help, because they just want profits.",0
394,"Display unit is very weak , display broken due to coin slipped on phone , and you can see how weak the display panel is , also phone is very slow , this is my secondary phone and i don't have anything on this phone still it runs very slow. Dont even think of installing fb or insta.",-1
395,Touch time to time does not work.Many times it gets hanged.Lot of touch issues.Seller should ask to return this product.It is loss of my hard earned money in Corona time.Buyer never buy this.It is one of the worst phone in 2021,-1
396,In the photos it was written made in india but when i saw the sticker in the back of the phone it was written made in China. Very dicopointed!!!! the battery was geting heated up and the cam was not that imprisive.samsung M1 core will be a better phone,1
397,Mi product is gud quality so tat oly i trusted and bought mi mobile.nw oly i bought  here after oly goin to use mobile.Value for money it worth .Happy  to bought mobile in amazon.Thank u amazon........................................................................  .camera is gud,1
398,Compass harware missing and displaying quality not good as compared to Redmi 6A,-1
399,Great product nicely packing all good and all working superb battery life display quality and camera was good all over good thank u seller,1
400,Mobile is worth at this price segment. A good android touch phone for normal use. It is slow in speed of operation at sometimes. 2 days battery backup.,0
401,Its a great value mobile for me everything worked fine so far just having some minor issue with camera quality and focus but its not a problem for me if you are someone who want a good camera there might be better options then this one but if that's not a problem for you then this is a great option of the this range.,1
402,I liked it bcz it’s good helpful!,1
403,"Fingerprint reader,battery life or camera allbr bad. Charging is very slow. Touch very slow. There is nothing which i like. Very bad purchase. Waste of money.",-1
404,"Is budget friendly so I opted for this phone, with better RAM and Memory.",1
405,very good phone at this price and any other quality  brand available in the market.I bought one more today. Great experience,1
406,Overall it's a good deal to bought this phone in this budget.Phone is sturdy nd finishing is also smooth. And good for daily basics needs.,1
407,Memory 2 GB is less . Battery is good. For that price it is ok. But it is better to pay more and get a 4 GB memory phone,1
408,"Battery life is good after use of intense calls, internet and video lasting for 3 days. Camera quality is good for entry level user. Value for money. So far not use for gaming.",1
409,"Had gifted my grandma this affordable phone a few months ago, and she has been doing fine with it!! It's good for general use like facebook, whatsapp, video calls and for the everday task. The camera isn't THAT good, but works just fine. Overall a great product.. wish the ram was more!8/10",1
410,Mene ye mobile September mai liya hai and dekho kya hua hai iske sath... Iski screen mai beech mai itna bada spot aa gaya hai..  i mean 2 month mai ye haal hai  redmi 9A mobile ka..  ap hi batao mai kya karu.,-1
411,"Dontceven think of buying this, its the worst mobile i bought n last 7 years. Not a single app functions properly.",0
412,"It's good in battery 🔋Phone look .No finger print lock ,but face lock works fineAs usualPattern lockPin lockCall recording goodSpeaker sound is good .Bad:Improve camera clarity ..Remaining everything is going good ..",1
413,"The phone is as expected. Did not expect camera quality, Main needs were large and clear screen, battery life, value for money. Got what expected from a phone this cheap. Meets the expectations",0
414,"Dead waste, please don't buyWorst performance even on the first hourRight from the minute of Unboxing it🚫🚫🚫",0
415,"Nice product.Pros:1.Usb type-c2. Big screen3.Big battery4.Feels premium for a budget phoneCons:1. Below average cam (both)2. Processor not so fast. Ok for normal user3. Not suitable for gaming.If u buy, go for the 3GB ram variant.Overall good phone. Very budget friendly. Bought it for ₹6,700/-Thanks Amazon!!",1
416,Got in six one zero zero after bank offer. Nice display good battery okey okay camera considering price bracket. My concern is about signal reception area which is most basic requirement for any smart/non smartphone where it failed.... Contacted Mi care they can't solve this issue......,1
417,"Phone is fine for this price range and works little slow which is fine for this processor. The major issue is that the speaker volume is very low for speaker phone. So is u prefer this phone for video call, please avoid this model as this won’t help better",0
418,"Not happy with the phone which Purchased for my mom (senior citizen) but within a month, got error that memory is full, ""Others"" Storage has taken upto 23GB no support or no idea what does this contain or how to clean? only way is to reset..We cant keep resetting the phone every month..So please think again..",0
419,"Nice product at this price range. Can be used as a secondary device or can be given to parents who want good battery life and big screen. Camera could have been better. Fast delivery, product delivered in 36 hour.",1
420,Hanging problem is their. I always buy low budget phone..earlier in have redmi 5A..it worked very well no problem..but in this phone .sometime it get off automatically.. Sometime when someone call you...only bells rings but pick option shows very late. I suggest not to buy this phone.,0
421,"Gaming :You can play Free Fire without lag .Heavy games like Asphalt , Gta cam be playable in low settings.Battery : It is very very very good .It last for 12 hourVideo and Audio : Screen is not too good . You can watch 720p videoPerformance : No lag in day to day useage .Run smoothly every app.***No heating problemOverall product is good and value for money",1
422,Mobile looks fine no complain but very slow technically back dated can you change with Redmi 9 which is 4 GB balance I will pay also mobile not starting I spoke to your person but they refused it happened within 6 Nov please call me,0
423,"Decent phone for this price range. But I am not recommend this phone to any youngster who is approaching this phone with an intention to play games. If battery, decent camera (with gcam) are your  main concern then go for it. You can also enjoy other features which normal smartphone offers nowadays.",0
424,Bought it for my mother. It very well suits her type of use. It's a great value for money phone. Overall a good package,1
425,Product is nicePro-Large size. ScreenLong battery lifeCamera is okCons-Phone does not have fingure lockAlso Mobile does not comes with screen gaurd & mobile cover..,0
426,According to prise its good... But not up to expectations... Same range phone of realme is faster than it. My sister using realme of same range... It is too much faster thn this phone,0
427,In the market in this price more product are available but this can be better with 3gb ram you should increase ram cause it lags alot. If you are going to buy this better to choose another.,1
428,Mobile is very very good. Battery is long lasting very useful for daily essential work. We do all online things without any problems.,0
429,The phone is excellent. Super fast charging. Camera is very decent. Screen is bigger than earlier versions of Redmi phone. Highly recommended.Go for it.👍👍,1
430,"Good choice for parents. I have purchased this for my mother and she is happy to have it. Good battery life, poor camera quality, sound is low, display is nice.",1
431,"Worst mobile ever, within 2 months it got cashed. Everyone time i open the mobile it displays MiUi and got shut down. There is no option over Amazon to return/replace after 10 days now, where to complain to who should we reach out there is no clue at all.",-1
432,Its perfect mobile as its price and its very smooth. But it should also have fingerprint. His face id is perfect but not work in dark and its picture quality is too good but in dark pichture might blury and so ugly. But her looks are osm and so smooth. Its alround perfect but it should also have fingerprint.,1
433,Worst ever product This phone is just ok for people with very basic need of WhatsApp or calling rather than this the phone as well as the charger I received is of bad quality hope you improve your service Amazon because now I can’t even return it  I regret of choosing Redmi instead of going for other brands,-1
434,Worst mobile😥.In early morning I don't know how the phone is not starting and keep on pressing the power button to start it. Camera is also not that good I know becoz of price but In my opinion dont buy this phone becoz of money issue wait for some time and add some extra money and buy better phone.I have bought this for mummy now she wants to sell this☹️,0
435,i bought it for my mother. it does not provide so much features but nice budget phone and easy to handle. nice display and long battery life.,1
436,The phone developed display issues in the second week after the return window closed. Amazon won't take any responsibility and asks me to contact the service centers which are located far from my place. Amazon selling defective products.,0
437,1. camera quality is decent.2. Massive battery life but it will take atleast 2 hours for full charging.3. Display quality is good.4. You can't play heavy games because it has only 2 GB ram.Overall it's a good option for your parents or child.Thank you,0
438,"I found the phone a bit slow and lags in certain areas. Previously, I was using redmi 7a, 2Gb so I thought this phone might a good upgrade. But disappointed.",0
439,"Very worst dont buy it, it was hang in second day itself then we tried get refund but Amazon not accepted the refund, then they arranged for mechanic,  that mechanic mobile number does not exit, then  called amazon again after that asked for refunded they said won't give, after that they replaced the item.",-1
440,this product is for the people who are in search of average smartphone in an average price range. camera is a little average and it feels a little heavy probably due to its 5000Mah battery and large body but performance is good and there is no heat problem over heavy uses even. This is not for gaming purpose but i played lite games and performance was good. Overall good for general purpose.,0
441,"Bakwas mobile h bilkul, ghatiya camera, ghatiya display. Please koi mt lena, mony barbad ho jayegi.",0
442,Diplay went bad within 20 days. That too without any floor drops. Warrenty also denied so assumed user damage. Bad experience of MI.,-1
443,"Good phone with the mentioned price range, features are as expected and mentioned. Only the front camera quality not met, picture quality is not that as mentioned.",0
444,"Camera quality is poor, battery life is better. Don't get fooled by the average ratings. Never go for this. Go for some other phones at this rate please read reviews in another site before buying this phone.  Posting the review for third time. Hope this will get posted this time.",0
445,There is no magnetometer or gyroscope. Compasses wont work and even google map wont show which direction i am facing accurately. I bought it and regretted my purchase within the hour. No value at all for me. There is a lot of false advertising in other review websites which prompted me to get this.,0
446,First time I have 52 apps in mobile with no performance issue. Sleek & lightweight mobile that lets me charge once in 2 days. Love it.,1
447,"Rear Camera is third class, battery is nowhere compared to a 5000 mAh and the phone hangs even with Whatsapp. Brightness is also less. A hell lot of unnecessary apps, some of which can't be removed are there to trouble you. Realme C20 is much better.",0
448,Happy with EMI option as it made the purchase affordable.Thanks Amazon.Product is good value.Would have liked a hard case to be bundled.The Micro USB charging port is cumbersome(User is a Senior Citizen)Would have preferred a non Chinese brand.,1
449,"I specially recommended you to don't buy this phone. If you're planning to buy for your old parents or uneducated people meaning they will use only RED & GREEN buttons than you can buy otherwise please avoid buying.Too slow and hanging phone, talking about other features meaning insulted them.PURCHASING A FEATURE PHONE WILL BE GOOD INSTEAD OF IT.",0
450,"Thuf.One of the worst phone, I ever used.Kindly dont waste your money..Go for samsung or realme..Thuf..",-1
451,Wrost experience with this phone. I have received the phone on 29th June very bad experience. Battery drained quicker and charging very slow. Hotspot not working and net connectivity problem. Sound too low as compared to my mi 6 pro or mi 8a. Never purchase this phone,0
452,Lags a bit when dual sim are used. Touch response gets irritating sometimes. This is just a basic smartphone.,0
453,The handset is good1. Great battery life.2. Display has good pixels.3. Screen is big.4. Ram speed is very fast.5. Camera quality is so so.6. Network hold a lot,1
454,"Handset is fine for daily usage, video calling, zoom meeting etc. But the biggest drawback is its WiFi hotspot doesn't get connected to Laptop. I had tried several troubleshooting but nothing has worked. Really disappointed with this as I need to work on my laptop with internet on.",0
455,This phone is Android phone for name sake only. It's only good for parents and people who don't use mobile much,0
456,"Redmi 9a is extremely bad, it takes forever to charge. I placed for charging at 5.30 pm with 19% battery nd at 7 pm only 60 % was charged. Mobile is very slow and freezes in between. Alot of apps don't work. Buy only if you use mobile for basic things like calling nd whatsapp",0
457,Bought this for someone else whose kids needed a phone with good Wi-Fi connectivity for online studies.Working Gr8 for him!Battery life is quite good..,1
458,"It's all over nice phone at this budget. Using it from one year and it's still working fine!! But I'm not satisfied with the delivery, as the delivery man refused to deliver the package at our village. He asked us to come to town and take it. And we've to do that.",1
459,very cheap and valuable mobile ye mobile sbko lena chahiye betary backup.is superb daily usage ke liye ye phone is the best phone in this price catogary,1
460,After 2 months of use phone is average  according to price.Display is not so good. Battery life is ok. Speed ok,1
461,"DISPLAY IS SUPER GREAT AND SPEED IS ALSO GOOD, ONLY ONE ISSUE SCREEN SIZE. OTHER THAN THAT NO PROBLEM AT ALL , FEW ISSUE AFTER UPGRADING THE MOBILE TO VERSION 11. BUT NOT SO MUCH .",0
462,Value for money product. Still now i didn't faced any defects. Good quality product for this price range. Everything as described in product description.,1
463,Stopped working in 15 Days n now return window is closed,0
464,This phone has hanging issueRedmi is cheating the customersThe company will vanish in couple of yearsNot good from Amazon tooWhy to sell such products,1
465,Phone didn't even switched on it is just loading and showing up redmi logo then restarting again and again. Tried to contact to customer care but they said we cant replace your phone. As this was a gift to my friend i have been prime regular customer on amazon since years and didnt expected this from amazon.,0
466,After 18 days my redmi9A is not working .I am totally disappointed totally waste of money right now what to do I dnt know,0
467,"Pretty decent phone for the price.. Being Redmi, it'll probably become slow in a year.. Bought this for a colleague.. Being a light user, it is perfect for him to use whatsapp, facebook and some web browsing..",1
468,Nice phone,1
469,"If you ask for one word to describe Redmi 9A it is 'smooth'. It functions effortlessly with 3GB RAM, and every feature sails without nay trouble. Camera is the only con, but how much can one expect in this price range. Well done, Redmi.",0
470,"The processor is extremely slow , even can't process Chrome browser efficiently .Absolute waste of money ,choppy apps.Camera is a disaster with lot of noise and poor light sensing technologyHigh contrast is visible in photos.Poor quality at low light .Don't purchase thisIf you r still here ,that proves u r dumb to think about purchasing this.",0
471,It’s really a very nice Mobile Phone. The built quality screen size camera and video quality is really worth under this price range.,1
472,"Phone started rebooting n files got corrupted.In 9 days only, I have to take it to service center.Software needs proper handle of corruption",0
473,I bought this for my mom. She loved it. Big size. Camera is just ok. And the battery life very good it last 24hrs for normal users.,1
474,The option has not given of charger they have to give of all accessories..i am not happy with charger at all damn slow i am shocked how can XIOMI REDMI can give this type of charger i have kept my phone in charging 2.3 hrs past battery was charge only 49% i check my new phone in another charger it was charging properly,0
475,"It's good phone with decent battery backup and decent memory. Not suitable for heavy app users nice for using whatsApp mails and calls. Good for business use. Don't buy if you want great videos, quality pics or anything to do with heavy multimedia.Battery backup is awesome.",1
476,"I buyed this mobile for my mom it's very nice battery life is good so far, no defective issues . Display is very clear",1
477,"It is very slow, lags a lot and hangs occasionally. It gets heated up if you use internet for long. No Gorilla glass, no fingerprint sensor, battery backup is good and camera is ok. Big screen with average display and Sound is a bit low. Dual apps and split screen function is missing. Its a low budget phone from Redmi. Go for better options",0
478,occurred issue of incoming calling audio within 10 days of buying. after report to amazon they checking with their non sense app. apps shows all good they are not considered the phone for replacement. still facing the same issue going to service center but problem still persisat.,0
479,"Phone screen display having small dots by sand. When I took this mobile to showroom to have the tamper glass, then I came to know about this. I have returned already first time and this is the 2nd mobile I received as replacement. Don't buy any products online especially costly items. Really disappointed.",0
480,Bakwas fone hay isame video automatically forward ya backward hote hay waisehi sound button ko kam jyada karaneke bad to video apane aap band hone ke bad kisi aur aap me chale jata hay do bar service center par dikhane ke bad bhi problem solve nahi buva main to ise zel raha hun.,-1
481,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:00Loaded: 0%Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:00 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions and subtitles off, selectedAudio TrackFullscreenThis is a modal window.


 It has not even been a month since I bought this phone. It's screen goes black and not working at all. I want to replace this product.What should I do?Though I have bought many similar products before from this plateform. This is first time i have received a bad product.",0
482,"Made in china, build quality bad, speaker also not good...pls go with redmi 9 or redmi 9 prime made in india version",-1
483,"Performance is pathetic. Seller don't allow returns, they did some online test when I raised the issue and said everything is ok. In guessing its a  refurbished product which was sold to me as new.",0
484,"I would like to thanks to amozon to deliver my ordered product in time. I received the product as it describes it online. I am really satisfied with their service. Honestly I was a bit in doubt  because I read many negative review feedback. However, I got correct product in time and it proved to be wrong of all negative reviews.",0
485,Good entry level phone.. speaker sound is great. Display is average but acceptable for entry level phone. Good purchase for below 7k.,1
486,Hello. The Redmi 9A phone I bought is fine. I bought these phones for my parents they loved it. Proformence of the phone is good but camera is not as I expected. It comes with preinstalled apps which you can uninstall if you want. Value for money product.,1
487,Excellent battery back upFingerprint reader goodCamera quality also good in this range especially capturing in low light.Overall good deal.,1
488,"Not a good handset, its very slow and camera quality is not good. It had purchased it for my dad. Sold it back on olx after 1 month. The only best thing is battery. Charges quickly and runs long",0
489,Nothing in this productPlz don't buy this u can't do regular things with thisEverything strucks Hangs for  normal apps like phone and messagingPlz don't buy  if u want a phone then buy a basic phone,0
490,Product is very bad. Mobile is heating up very much and screen colour changes after using it for ten days. Some heat waves comes out from the mobile. First time I received such a bad product from Amazon.,0
491,I really love this phone. This phone is good. No reject. No bad thing. Everything is good. Low price but high quality. I recommended this phone for you if you like a phone with cheap and good quality.,1
492,Avoid fake reviews and just go for it ... It is the best phone at such reasonable price.... No defect...  Fast processor ....  Loud sound.. overall it's best 💁💁,1
493,"Mobile too much slow, pls don't buy anyone. Ver worst for hanging and slow. Can't able to take unlock easily it will take time. Totally not worth for money and everything.. we planned for the return. But return days has been expired.",0
494,Redmi is slowly reducing its quality it seems.. have been a user of redmi mobiles from its start and was satisfied..But the responsiveness and quality of this mobile is below the expectations..Especially the smooth performance and quality of pictures has taken a hit,0
495,"Bought this for my nani, If u are looking for a good phone with basic features below 8k rs then this is the best alternative...... Pretty average phone with okay okay features... Haven't used it for long but I'm satisfied",1
496,Worst product... This is not a touch screen rather I can say keypad one. Also the screen has gone after 6 months... This one is refurbished one... RAM is gone...I suggest others not to buy this one...,-1
